序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
24954	0-7234		爴		12	.00015	99.99654	0427	爪	11
24955	0-9417		鐗		12	.00015	99.99654	0801	金	12
24956	0-7BBB		箻		12	.00015	99.99654	0601	竹	9
24957	0-9447		鑇		12	.00015	99.99654	0801	金	14
24958	0-7519		甙		12	.00015	99.99654	0327	弋	5
24959	0-830A		茊		12	.00015	99.99654	0623	艸	5
24960	0-6CAA		沪		12	.00015	99.99655	0425	水	4
24961	0-62F5		拵		12	.00015	99.99655	0404	手	6
24962	0-5F52		归		12	.00015	99.99655	0329	彐	2
24963	0-75FD		痽		12	.00015	99.99655	0510	疒	8
24964	0-75ED		痭		12	.00015	99.99655	0510	疒	8
24965	0-75A0		疠		12	.00015	99.99655	0510	疒	3
24966	0-8D2C		贬		12	.00015	99.99655	0708	貝	4
24967	0-6B29		欩		12	.00015	99.99656	0416	欠	5
24968	0-679F		枟		12	.00015	99.99656	0415	木	4
24969	0-635B		捛		12	.00015	99.99656	0404	手	6
24970	0-75D0		痐		12	.00015	99.99656	0510	疒	6
24971	0-7BA4		箤		12	.00015	99.99656	0601	竹	8
24972	0-90B7		邷		12	.00015	99.99656	0717	邑	4
24973	0-5FC7		忇		12	.00015	99.99657	0401	心	2
24974	0-6C7C		汼		12	.00015	99.99657	0425	水	4
24975	0-76A9		皩		12	.00015	99.99657	0512	白	14
24976	0-71E2		燢		12	.00015	99.99657	0426	火	13
24977	0-7C0A		簊		12	.00015	99.99657	0601	竹	11
24978	0-7B17		笗		12	.00015	99.99657	0601	竹	5
24979	0-933F		錿		12	.00015	99.99657	0801	金	8
24980	0-636F		捯		12	.00015	99.99658	0404	手	8
24981	0-6F95		澕		12	.00015	99.99658	0425	水	10
24982	0-923D		鈽		12	.00015	99.99658	0801	金	5
24983	0-90AB		邫		12	.00015	99.99658	0717	邑	4
24984	0-7585		疅		12	.00015	99.99658	0508	田	13
24985	0-84B7		蒷		12	.00015	99.99658	0623	艸	10
24986	0-6D68		浨		12	.00015	99.99659	0425	水	7
24987	0-8E6B		蹫		12	.00015	99.99659	0711	足	12
24988	0-7E16		縖		12	.00015	99.99659	0603	糸	10
24989	0-74C7		瓇		12	.00015	99.99659	0502	玉	15
24990	0-937D		鍽		12	.00015	99.99659	0801	金	9
24991	0-748D		璍		12	.00015	99.99659	0502	玉	10
24992	0-8C96		貖		12	.00015	99.99659	0707	豸	10
24993	0-782A		砪		12	.00015	99.9966	0518	石	5
24994	0-8DE5		跥		12	.00015	99.9966	0711	足	6
24995	0-8DB0		趰		12	.00015	99.9966	0710	走	14
24996	0-8592		薒		12	.00015	99.9966	0623	艸	13
24997	0-8DE9		跩		12	.00015	99.9966	0711	足	6
24998	0-8BD5		试		12	.00015	99.9966	0703	言	6
24999	0-6707		朇		12	.00015	99.99661	0413	曰	17
25000	0-674A		杊		12	.00015	99.99661	0415	木	3
25001	0-9287		銇		12	.00015	99.99661	0801	金	6
25002	0-8574		蕴		12	.00015	99.99661	0623	艸	12
25003	0-8538		蔸		12	.00015	99.99661	0623	艸	11
25004	0-741D		琝		12	.00015	99.99661	0502	玉	8
25005	0-77B8		瞸		12	.00015	99.99661	0515	目	12
25006	0-6111		愑		12	.00015	99.99662	0401	心	9
25007	0-6720		朠		12	.00015	99.99662	0414	月	8
25008	0-6E91		溑		12	.00015	99.99662	0425	水	10
25009	0-7040		灀		12	.00015	99.99662	0425	水	17
25010	0-6188		憈		12	.00015	99.99662	0401	心	11
25011	0-7835		砵		12	.00015	99.99662	0518	石	5
25012	0-7938		礸		12	.00015	99.99662	0518	石	19
25013	0-F891	F891			11	.00014	99.99663	0217		8
25014	0-9BC3		鯃		11	.00014	99.99663	1101	魚	7
25015	0-9DCC		鷌		11	.00014	99.99663	1102	鳥	10
25016	0-F63F	F63F			11	.00014	99.99663	0313	山	9
25017	0-E836	E836			11	.00014	99.99663	0614		0
25018	0-97B1		鞱		11	.00014	99.99663	0902	革	10
25019	0-9DCE		鷎		11	.00014	99.99663	1102	鳥	10
25020	0-9D48		鵈		11	.00014	99.99664	1102	鳥	6
25021	0-9B62		魢		11	.00014	99.99664	1101	魚	3
25022	0-9A26		騦		11	.00014	99.99664	1001	馬	9
25023	0-9AF0		髰		11	.00014	99.99664	1004	髟	5
25024	0-9D90		鶐		11	.00014	99.99664	1102	鳥	8
25025	0-F6EB	F6EB			11	.00014	99.99664	0705	酉	16
25026	0-EF64	EF64			11	.00014	99.99664	0310	口	14
25027	0-4973		䥳		11	.00014	99.99665	0801	金	15
25028	0-460A		䘊		11	.00014	99.99665	0625	虫	17
25029	0-3E04		㸄		11	.00014	99.99665	0426	火	14
25030	0-E81C	E81C			11	.00014	99.99665	0217		0
25031	2-7224	F8EB	𧈤		11	.00014	99.99665	0625	虫	2
25032	0-9D01		鴁		11	.00014	99.99665	1102	鳥	4
25033	0-97F4		韴		11	.00014	99.99665	0905	音	4
25034	0-3663		㙣		11	.00014	99.99666	0303	土	11
25035	0-3BD7		㯗		11	.00014	99.99666	0415	木	12
25036	0-39DA		㧚		11	.00014	99.99666	0404	手	4
25037	2-3B72	F6E8	𣭲		11	.00014	99.99666	0422	毛	7
25038	2-269D	E9EE	𢚝		11	.00014	99.99666	0401	心	7
25039	2-489F	E522	𤢟		11	.00014	99.99666	0434	犬	13
25040	2-374B	EFE9	𣝋		11	.00014	99.99666	0415	木	13
25041	0-4746		䝆		11	.00014	99.99667	0706	豕	4
25042	0-42D7		䋗		11	.00014	99.99667	0603	糸	6
25043	0-5A97		媗		11	.00014	99.99667	0309	女	9
25044	0-3636		㘶		11	.00014	99.99667	0303	土	6
25045	2-556E	E5B2	𥕮		11	.00014	99.99667	0518	石	10
25046	2-3CEC	E532	𣳬		11	.00014	99.99667	0425	水	6
25047	2-2731	E76C	𢜱		11	.00014	99.99667	0401	心	9
25048	0-4A0F		䨏		11	.00014	99.99668	0807	雨	6
25049	0-3D03		㴃		11	.00014	99.99668	0425	水	8
25050	0-4902		䤂		11	.00014	99.99668	0718	酉	9
25051	0-5A4B		婋		11	.00014	99.99668	0309	女	8
25052	0-4641		䙁		11	.00014	99.99668	0628	衣	8
25053	0-469D		䚝		11	.00014	99.99668	0702	角	8
25054	2-3CC7	E383	𣳇		11	.00014	99.99668	0425	水	5
25055	2-08B3	E030	𠢳		11	.00014	99.99668	0213	力	13
25056	2-A159	F1A8	𪅙		11	.00014	99.99669	1102	鳥	11
25057	0-3AA5		㪥		11	.00014	99.99669	0406	攴	11
25058	0-35E3		㗣		11	.00014	99.99669	0301	口	11
25059	0-46F5		䛵		11	.00014	99.99669	0703	言	8
25060	0-4907		䤇		11	.00014	99.99669	0718	酉	9
25061	2-6509	E8CB	𦔉		11	.00014	99.99669	0610	耒	9
25062	2-6EB9	E25C	𦺹		11	.00014	99.99669	0623	艸	12
25063	2-7C24	E28A	𧰤		11	.00014	99.9967	0705	豆	20
25064	0-4D8D		䶍		11	.00014	99.9967	1401	鼻	6
25065	0-3939		㤹		11	.00014	99.9967	0401	心	7
25066	0-3A23		㨣		11	.00014	99.9967	0404	手	10
25067	0-477E		䝾		11	.00014	99.9967	0708	貝	8
25068	2-1133	E056	𡄳		11	.00014	99.9967	0301	口	16
25069	2-6D74	F751	𦵴		11	.00014	99.9967	0623	艸	10
25070	2-9F77	E357	𩽷		11	.00014	99.99671	1101	魚	21
25071	0-4745		䝅		11	.00014	99.99671	0706	豕	3
25072	0-3E79		㹹		11	.00014	99.99671	0434	犬	8
25073	0-4C5A		䱚		11	.00014	99.99671	1101	魚	8
25074	0-499E		䦞		11	.00014	99.99671	0803	門	7
25075	0-41BA		䆺		11	.00014	99.99671	0522	穴	12
25076	2-311D	E157	𣄝		11	.00014	99.99671	0410	方	13
25077	2-7D32	E098	𧴲		11	.00014	99.99672	0708	貝	3
25078	0-5ACE		嫎		11	.00014	99.99672	0309	女	10
25079	2-736B	E5F5	𧍫		11	.00014	99.99672	0625	虫	9
25080	2-53D0	E392	𥏐		11	.00014	99.99672	0517	矢	7
25081	2-35C9	E86B	𣗉		11	.00014	99.99672	0415	木	10
25082	2-559A	E751	𥖚		11	.00014	99.99672	0518	石	13
25083	2-50F3	F055	𥃳		11	.00014	99.99672	0515	目	3
25084	2-9095	E763	𩂕		11	.00014	99.99673	0807	雨	5
25085	0-4751		䝑		11	.00014	99.99673	0706	豕	12
25086	0-3F4B		㽋		11	.00014	99.99673	0504	瓦	19
25087	0-3C85		㲅		11	.00014	99.99673	0419	殳	10
25088	0-4767		䝧		11	.00014	99.99673	0708	貝	4
25089	0-4D54		䵔		11	.00014	99.99673	1202	黍	8
25090	0-3883		㢃		11	.00014	99.99673	0324	广	7
25091	2-A121	E32D	𪄡		11	.00014	99.99674	1102	鳥	10
25092	0-3D27		㴧		11	.00014	99.99674	0425	水	10
25093	0-4693		䚓		11	.00014	99.99674	0701	見	12
25094	0-4924		䤤		11	.00014	99.99674	0801	金	6
25095	0-4430		䐰		11	.00014	99.99674	0613	肉	10
25096	0-4692		䚒		11	.00014	99.99674	0701	見	12
25097	0-5A8B		媋		11	.00014	99.99674	0309	女	9
25098	2-4659	E388	𤙙		11	.00014	99.99674	0433	牛	6
25099	0-38DF		㣟		11	.00014	99.99675	0331	彳	6
25100	0-3C03		㰃		11	.00014	99.99675	0415	木	15
25101	0-42BB		䊻		11	.00014	99.99675	0603	糸	4
25102	0-38DE		㣞		11	.00014	99.99675	0331	彳	6
25103	0-4CCD		䳍		11	.00014	99.99675	1102	鳥	6
25104	0-4CDB		䳛		11	.00014	99.99675	1102	鳥	7
25105	0-3D16		㴖		11	.00014	99.99675	0425	水	9
25106	2-7D05	F70D	𧴅		11	.00014	99.99676	0707	豸	11
25107	0-3686		㚆		11	.00014	99.99676	0306	夊	7
25108	0-5469		呩		11	.00014	99.99676	0301	口	5
25109	0-4770		䝰		11	.00014	99.99676	0708	貝	6
25110	0-3468		㑨		11	.00014	99.99676	0203	人	8
25111	2-4755	EFEF	𤝕		11	.00014	99.99676	0434	犬	5
25112	2-74AF	E1EA	𧒯		11	.00014	99.99676	0625	虫	13
25113	2-A556	E36C	𪕖		11	.00014	99.99677	1304	鼠	6
25114	0-3F67		㽧		11	.00014	99.99677	0508	田	9
25115	0-480F		䠏		11	.00014	99.99677	0711	足	9
25116	0-4299		䊙		11	.00014	99.99677	0602	米	9
25117	0-4135		䄵		11	.00014	99.99677	0521	禾	4
25118	0-3F3C		㼼		11	.00014	99.99677	0504	瓦	11
25119	2-2DCD	E892	𢷍		11	.00014	99.99677	0404	手	14
25120	0-3D3C		㴼		11	.00014	99.99678	0425	水	11
25121	0-3A1A		㨚		11	.00014	99.99678	0404	手	9
25122	0-49CE		䧎		11	.00014	99.99678	0804	阜	7
25123	0-3D17		㴗		11	.00014	99.99678	0425	水	9
25124	0-4559		䕙		11	.00014	99.99678	0623	艸	14
25125	0-388C		㢌		11	.00014	99.99678	0324	广	7
25126	2-4754	F61F	𤝔		11	.00014	99.99678	0434	犬	5
25127	0-4393		䎓		11	.00014	99.99679	0607	羽	8
25128	0-3633		㘳		11	.00014	99.99679	0303	土	5
25129	0-3ED3		㻓		11	.00014	99.99679	0502	玉	8
25130	0-59EF		姯		11	.00014	99.99679	0309	女	6
25131	0-345F		㑟		11	.00014	99.99679	0203	人	7
25132	0-47E7		䟧		11	.00014	99.99679	0711	足	5
25133	2-1E31	E7F5	𡸱		11	.00014	99.99679	0317	山	8
25134	0-3CD7		㳗		11	.00014	99.9968	0425	水	6
25135	0-439B		䎛		11	.00014	99.9968	0608	老	3
25136	0-4F33		伳		11	.00014	99.9968	0203	人	5
25137	0-3586		㖆		11	.00014	99.9968	0301	口	6
25138	0-46BF		䚿		11	.00014	99.9968	0703	言	4
25139	2-4E47	E5CE	𤹇		11	.00014	99.9968	0510	疒	10
25140	2-2C63	E88E	𢱣		11	.00014	99.9968	0404	手	10
25141	2-334F	E106	𣍏		11	.00014	99.9968	0413	曰	10
25142	0-4BA5		䮥		11	.00014	99.99681	1001	馬	10
25143	0-3EE8		㻨		11	.00014	99.99681	0502	玉	10
25144	0-39AA		㦪		11	.00014	99.99681	0401	心	17
25145	0-34E6		㓦		11	.00014	99.99681	0212	刀	6
25146	0-51FF		凿		11	.00014	99.99681	0211	凵	10
25147	0-39A9		㦩		11	.00014	99.99681	0401	心	16
25148	2-56DC	F156	𥛜		11	.00014	99.99681	0519	示	11
25149	0-4ACA		䫊		11	.00014	99.99682	0906	頁	7
25150	0-37DB		㟛		11	.00014	99.99682	0317	山	8
25151	0-425C		䉜		11	.00014	99.99682	0601	竹	13
25152	0-3D9B		㶛		11	.00014	99.99682	0425	水	19
25153	2-1F35	E479	𡼵		11	.00014	99.99682	0317	山	12
25154	2-6390	E624	𦎐		11	.00014	99.99682	0606	羊	7
25155	2-637A	E623	𦍺		11	.00014	99.99682	0606	羊	6
25156	0-597F		奿		11	.00014	99.99683	0309	女	3
25157	0-3739		㜹		11	.00014	99.99683	0309	女	18
25158	0-3EAD		㺭		11	.00014	99.99683	0502	玉	3
25159	0-3594		㖔		11	.00014	99.99683	0301	口	7
25160	0-4540		䕀		11	.00014	99.99683	0623	艸	12
25161	0-3728		㜨		11	.00014	99.99683	0309	女	12
25162	0-3751		㝑		11	.00014	99.99683	0311	宀	4
25163	2-978D	E986	𩞍		11	.00014	99.99684	0909	食	10
25164	0-3F85		㾅		11	.00014	99.99684	0510	疒	4
25165	0-50A2		傢		11	.00014	99.99684	0203	人	10
25166	0-5042		偂		11	.00014	99.99684	0203	人	9
25167	0-354C		㕌		11	.00014	99.99684	0221	厂	8
25168	2-3DAF	E769	𣶯		11	.00014	99.99684	0425	水	8
25169	2-4A92	E0AE	𤪒		11	.00014	99.99684	0502	玉	14
25170	0-3C0A		㰊		11	.00014	99.99685	0415	木	16
