序號	Unicode	CJK+Code	Hanzi	缺字	字次	覆蓋率‱	累加覆蓋率%	部首編號	部首	部首外筆畫數
19031	0-8A5D		詝		42	.00053	99.97838	0703	言	5
19032	0-81AA		膪		42	.00053	99.97838	0613	肉	12
19033	0-6624		昤		42	.00053	99.97839	0412	日	5
19034	0-7052		灒		42	.00053	99.97839	0425	水	19
19035	0-684A		桊		42	.00053	99.9784	0415	木	6
19036	0-7DF8		緸		42	.00053	99.9784	0603	糸	9
19037	0-706A		灪		42	.00053	99.97841	0425	水	29
19038	0-8405		萅		42	.00053	99.97841	0623	艸	8
19039	0-85C5		藅		42	.00053	99.97842	0623	艸	14
19040	0-881E		蠞		42	.00053	99.97843	0625	虫	13
19041	0-89E4		觤		42	.00053	99.97843	0702	角	6
19042	0-9EE3		黣		41	.00052	99.97844	1203	黑	7
19043	0-90AE		邮		42	.00053	99.97844	0717	邑	5
19044	0-9B7D		魽		41	.00052	99.97845	1101	魚	5
19045	0-EDCF	EDCF			41	.00052	99.97845	0603	耳	4
19046	0-9DBD		鶽		41	.00052	99.97846	1102	鳥	10
19047	0-9956		饖		41	.00052	99.97846	0909	食	13
19048	0-EC2F	EC2F			41	.00052	99.97847	0423	月	10
19049	0-9EEA		黪		41	.00052	99.97847	1203	黑	8
19050	0-99E4		駤		41	.00052	99.97848	1001	馬	6
19051	0-E180	E180			41	.00052	99.97848	0503	石	3
19052	0-ECEF	ECEF			41	.00052	99.97849	0421	爫	12
19053	0-9734		霴		41	.00052	99.97849	0807	雨	12
19054	0-4D27		䴧		41	.00052	99.9785	1104	鹿	8
19055	0-481A		䠚		41	.00052	99.9785	0711	足	10
19056	2-7B07	E961	𧬇		41	.00052	99.97851	0703	言	12
19057	2-55EB	F650	𥗫		41	.00052	99.97851	0518	石	18
19058	2-A14E	E6F9	𪅎		41	.00052	99.97852	1102	鳥	10
19059	0-3787		㞇		41	.00052	99.97852	0314	尢	9
19060	2-8E4D	E2DF	𨹍		41	.00052	99.97853	0804	阜	6
19061	0-36EA		㛪		41	.00052	99.97853	0309	女	8
19062	0-5A79		婹		41	.00052	99.97854	0309	女	9
19063	0-4F26		伦		41	.00052	99.97855	0203	人	4
19064	2-40EB	E54A	𤃫		41	.00052	99.97855	0425	水	16
19065	0-4BFE		䯾		41	.00052	99.97856	1004	髟	8
19066	2-542A	E5AD	𥐪		41	.00052	99.97856	0518	石	4
19067	0-47ED		䟭		41	.00052	99.97857	0711	足	5
19068	0-3A00		㨀		41	.00052	99.97857	0404	手	8
19069	0-35C7		㗇		41	.00052	99.97858	0301	口	9
19070	0-417A		䅺		41	.00052	99.97858	0521	禾	11
19071	0-5A4D		婍		41	.00052	99.97859	0309	女	8
19072	2-55AA	E18A	𥖪		41	.00052	99.97859	0518	石	13
19073	0-39BF		㦿		41	.00052	99.9786	0403	戶	4
19074	0-41D1		䇑		41	.00052	99.9786	0523	立	8
19075	0-47B3		䞳		41	.00052	99.97861	0710	走	8
19076	0-5681		嚁		41	.00052	99.97861	0301	口	14
19077	0-569B		嚛		41	.00052	99.97862	0301	口	15
19078	2-6848	E9F7	𦡈		41	.00052	99.97862	0613	肉	13
19079	0-3E7B		㹻		41	.00052	99.97863	0434	犬	8
19080	0-3C66		㱦		41	.00052	99.97863	0418	歹	8
19081	0-3EAA		㺪		41	.00052	99.97864	0502	玉	2
19082	0-41B4		䆴		41	.00052	99.97864	0522	穴	11
19083	0-3ED7		㻗		41	.00052	99.97865	0502	玉	8
19084	2-104E	E054	𡁎		41	.00052	99.97865	0301	口	13
19085	0-4EEF		仯		41	.00052	99.97866	0203	人	4
19086	2-37B6	EC4F	𣞶		41	.00052	99.97866	0415	木	15
19087	0-4233		䈳		41	.00052	99.97867	0601	竹	10
19088	0-3F9B		㾛		41	.00052	99.97868	0510	疒	7
19089	2-4CEF	E099	𤳯		41	.00052	99.97868	0508	田	14
19090	0-4A47		䩇		41	.00052	99.97869	0901	面	5
19091	2-5C80	E207	𥲀		41	.00052	99.97869	0601	竹	11
19092	0-4996		䦖		41	.00052	99.9787	0803	門	6
19093	2-4262	E3D4	𤉢		41	.00052	99.9787	0426	火	8
19094	0-3C94		㲔		41	.00052	99.97871	0422	毛	7
19095	2-47EE	E871	𤟮		41	.00052	99.97871	0434	犬	9
19096	2-92E1	E2F4	𩋡		41	.00052	99.97872	0902	革	9
19097	0-5B39		嬹		41	.00052	99.97872	0309	女	16
19098	2-756A	EE37	𧕪		41	.00052	99.97873	0625	虫	18
19099	2-477B	E0D4	𤝻		41	.00052	99.97873	0434	犬	6
19100	0-3819		㠙		41	.00052	99.97874	0317	山	14
19101	0-38BC		㢼		41	.00052	99.97874	0328	弓	7
19102	0-5365		卥		41	.00052	99.97875	0219	卜	6
19103	2-5DE4	E614	𥷤		41	.00052	99.97875	0601	竹	17
19104	0-5007		倇		41	.00052	99.97876	0203	人	8
19105	0-44A2		䒢		41	.00052	99.97876	0623	艸	4
19106	0-5BA8		宨		41	.00052	99.97877	0311	宀	6
19107	2-7382	EE2D	𧎂		41	.00052	99.97877	0625	虫	9
19108	2-7372	E5F3	𧍲		41	.00052	99.97878	0625	虫	9
19109	2-5F1A	F5EB	𥼚		41	.00052	99.97878	0602	米	12
19110	0-4122		䄢		41	.00052	99.97879	0519	示	14
19111	0-4479		䑹		41	.00052	99.97879	0620	舟	9
19112	0-4AD4		䫔		41	.00052	99.9788	0906	頁	9
19113	0-34F5		㓵		41	.00052	99.97881	0212	刀	9
19114	0-4962		䥢		41	.00052	99.97881	0801	金	13
19115	0-3C32		㰲		41	.00052	99.97882	0416	欠	8
19116	0-4A22		䨢		41	.00052	99.97882	0807	雨	9
19117	0-5D91		嶑		41	.00052	99.97883	0317	山	11
19118	2-1E30	E440	𡸰		41	.00052	99.97883	0317	山	8
19119	2-83FC	EE94	𨏼		41	.00052	99.97884	0713	車	20
19120	0-3832		㠲		41	.00052	99.97884	0321	巾	2
19121	0-3879		㡹		41	.00052	99.97885	0324	广	5
19122	2-7539	E8E6	𧔹		41	.00052	99.97885	0625	虫	16
19123	0-9258		鉘		41	.00052	99.97886	0801	金	5
19124	0-73A3		玣		41	.00052	99.97886	0502	玉	4
19125	0-87CC		蟌		41	.00052	99.97887	0625	虫	11
19126	0-90C0		郀		41	.00052	99.97887	0717	邑	6
19127	0-6DAD		涭		41	.00052	99.97888	0425	水	8
19128	0-6E6C		湬		41	.00052	99.97888	0425	水	9
19129	0-8AE9		諩		41	.00052	99.97889	0703	言	8
19130	0-8B42		譂		41	.00052	99.97889	0703	言	12
19131	0-7125		焥		41	.00052	99.9789	0426	火	8
19132	0-7E4E		繎		41	.00052	99.9789	0603	糸	12
19133	0-5F8E		徎		41	.00052	99.97891	0331	彳	7
19134	0-902A		逪		41	.00052	99.97891	0716	辵	8
19135	0-6580		斀		41	.00052	99.97892	0406	攴	13
19136	0-710A		焊		41	.00052	99.97892	0426	火	7
19137	0-7C1B		簛		41	.00052	99.97893	0601	竹	12
19138	0-693E		椾		41	.00052	99.97894	0415	木	9
19139	0-750F		甏		41	.00052	99.97894	0504	瓦	12
19140	0-8DED		跭		41	.00052	99.97895	0711	足	6
19141	0-81A7		膧		41	.00052	99.97895	0613	肉	12
19142	0-61B1		憱		41	.00052	99.97896	0401	心	12
19143	0-788A		碊		41	.00052	99.97896	0518	石	8
19144	0-5EEB		廫		41	.00052	99.97897	0324	广	15
19145	0-6375		捵		41	.00052	99.97897	0404	手	8
19146	0-6B94		殔		41	.00052	99.97898	0418	歹	8
19147	0-7890		碐		41	.00052	99.97898	0518	石	8
19148	0-5EB9		庹		41	.00052	99.97899	0324	广	8
19149	0-684F		桏		41	.00052	99.97899	0415	木	5
19150	0-68DE		棞		41	.00052	99.979	0415	木	8
19151	0-7685		皅		41	.00052	99.979	0512	白	4
19152	0-5E3E		帾		41	.00052	99.97901	0321	巾	8
19153	0-7F4A		罊		41	.00052	99.97901	0604	缶	13
19154	0-6D01		洁		41	.00052	99.97902	0425	水	6
19155	0-9218		鈘		41	.00052	99.97902	0801	金	4
19156	0-68CF		棏		41	.00052	99.97903	0415	木	8
19157	0-829C		芜		41	.00052	99.97903	0623	艸	4
19158	0-6541		敁		41	.00052	99.97904	0406	攴	5
19159	0-8756		蝖		41	.00052	99.97904	0625	虫	9
19160	0-7C45		籅		41	.00052	99.97905	0601	竹	13
19161	0-816C		腬		41	.00052	99.97905	0613	肉	9
19162	0-5ED7		廗		41	.00052	99.97906	0324	广	11
19163	0-87D7		蟗		41	.00052	99.97906	0625	虫	12
19164	0-6CF9		泹		41	.00052	99.97907	0425	水	5
19165	0-8EE4		軤		41	.00052	99.97908	0713	車	5
19166	0-9046		遆		41	.00052	99.97908	0716	辵	9
19167	0-87D4		蟔		41	.00052	99.97909	0625	虫	12
19168	0-854F		蕏		41	.00052	99.97909	0623	艸	11
19169	0-7C36		簶		41	.00052	99.9791	0601	竹	12
19170	0-718C		熌		41	.00052	99.9791	0426	火	10
19171	0-6F1D		漝		41	.00052	99.97911	0425	水	11
19172	0-7B23		笣		41	.00052	99.97911	0601	竹	5
19173	0-7772		睲		41	.00052	99.97912	0515	目	9
19174	0-9BA3		鮣		40	.00051	99.97912	1101	魚	5
19175	0-9C35		鰵		40	.00051	99.97913	1101	魚	11
19176	0-9C1F		鰟		40	.00051	99.97913	1101	魚	10
19177	0-9DA6		鶦		40	.00051	99.97914	1102	鳥	9
19178	0-9740		靀		40	.00051	99.97914	0807	雨	13
19179	0-986E		顮		40	.00051	99.97915	0906	頁	14
19180	0-EC75	EC75			40	.00051	99.97915	0414	氵	5
19181	0-9F64		齤		40	.00051	99.97916	1501	齒	6
19182	0-F5C7	F5C7			40	.00051	99.97916	0310	口	13
19183	0-9E89		麉		40	.00051	99.97917	1104	鹿	6
19184	0-9AF8		髸		40	.00051	99.97917	1004	髟	6
19185	0-3673		㙳		40	.00051	99.97918	0303	土	13
19186	0-9B8D		鮍		40	.00051	99.97918	1101	魚	5
19187	0-5392		厒		40	.00051	99.97919	0221	厂	6
19188	0-4DAA		䶪		40	.00051	99.97919	1501	齒	14
19189	0-5781		垁		40	.00051	99.9792	0303	土	5
19190	0-3CD0		㳐		40	.00051	99.9792	0425	水	5
19191	0-3A01		㨁		40	.00051	99.97921	0404	手	8
19192	2-5EDF	EDA6	𥻟		40	.00051	99.97921	0602	米	9
19193	0-368B		㚋		40	.00051	99.97922	0307	夕	11
19194	2-680A	EC35	𦠊		40	.00051	99.97922	0613	肉	12
19195	0-4857		䡗		40	.00051	99.97923	0713	車	6
19196	0-4918		䤘		40	.00051	99.97923	0718	酉	17
19197	0-3D6A		㵪		40	.00051	99.97924	0425	水	13
19198	0-3570		㕰		40	.00051	99.97924	0301	口	4
19199	0-4914		䤔		40	.00051	99.97925	0718	酉	14
19200	0-3F33		㼳		40	.00051	99.97925	0504	瓦	9
19201	0-365E		㙞		40	.00051	99.97926	0303	土	10
19202	0-3506		㔆		40	.00051	99.97926	0212	刀	12
19203	0-43F4		䏴		40	.00051	99.97927	0613	肉	7
19204	2-1E14	E736	𡸔		40	.00051	99.97927	0317	山	8
19205	0-39E1		㧡		40	.00051	99.97928	0404	手	6
19206	0-5142		兂		40	.00051	99.97928	0204	儿	2
19207	0-3629		㘩		40	.00051	99.97929	0303	土	4
19208	0-47AE		䞮		40	.00051	99.97929	0710	走	7
19209	0-49AA		䦪		40	.00051	99.9793	0803	門	9
19210	2-6F66	F0BD	𦽦		40	.00051	99.9793	0623	艸	13
19211	0-44F5		䓵		40	.00051	99.97931	0623	艸	9
19212	0-5CFE		峾		40	.00051	99.97931	0317	山	7
19213	0-46E1		䛡		40	.00051	99.97932	0703	言	7
19214	0-3DC5		㷅		40	.00051	99.97932	0426	火	8
19215	0-47D1		䟑		40	.00051	99.97933	0710	走	17
19216	0-43A6		䎦		40	.00051	99.97934	0610	耒	8
19217	0-450F		䔏		40	.00051	99.97934	0623	艸	10
19218	0-40C0		䃀		40	.00051	99.97935	0518	石	8
19219	0-4075		䁵		40	.00051	99.97935	0515	目	13
19220	0-3A39		㨹		40	.00051	99.97936	0404	手	11
19221	2-4703	E9DD	𤜃		40	.00051	99.97936	0433	牛	16
19222	2-89F4	EED1	𨧴		40	.00051	99.97937	0801	金	8
19223	0-4562		䕢		40	.00051	99.97937	0623	艸	14
19224	0-49C4		䧄		40	.00051	99.97938	0804	阜	6
19225	0-5059		偙		40	.00051	99.97938	0203	人	9
19226	0-4BEA		䯪		40	.00051	99.97939	1003	高	9
19227	2-3FC9	E548	𣿉		40	.00051	99.97939	0425	水	13
19228	0-3846		㡆		40	.00051	99.9794	0321	巾	6
19229	0-4234		䈴		40	.00051	99.9794	0601	竹	10
19230	0-5561		啡		40	.00051	99.97941	0809	非	8
19231	2-429F	ECCD	𤊟		40	.00051	99.97941	0426	火	8
19232	0-3965		㥥		40	.00051	99.97942	0401	心	9
19233	2-5FCB	E91E	𥿋		40	.00051	99.97942	0603	糸	5
19234	0-419E		䆞		40	.00051	99.97943	0522	穴	6
19235	2-3134	E9C9	𣄴		40	.00051	99.97943	0411	无	8
19236	2-7287	E8D4	𧊇		40	.00051	99.97944	0625	虫	5
19237	2-03B7	E01C	𠎷		40	.00051	99.97944	0203	人	13
19238	0-3BE2		㯢		40	.00051	99.97945	0415	木	12
19239	2-17EC	E4BA	𡟬		40	.00051	99.97945	0309	女	10
19240	0-404F		䁏		40	.00051	99.97946	0515	目	9
19241	0-4418		䐘		40	.00051	99.97946	0613	肉	9
19242	0-3F6D		㽭		40	.00051	99.97947	0508	田	14
19243	0-35C3		㗃		40	.00051	99.97947	0301	口	9
19244	0-3997		㦗		40	.00051	99.97948	0401	心	13
19245	0-4475		䑵		40	.00051	99.97948	0620	舟	8
19246	0-446C		䑬		40	.00051	99.97949	0620	舟	6
19247	2-5871	E5C2	𥡱		40	.00051	99.97949	0521	禾	11
19248	0-3F91		㾑		40	.00051	99.9795	0510	疒	6
19249	2-4CC8	EAEC	𤳈		40	.00051	99.9795	0508	田	11
19250	0-4FE2		俢		40	.00051	99.97951	0203	人	6
19251	0-69C6		槆		40	.00051	99.97951	0415	木	9
19252	0-9461		鑡		40	.00051	99.97952	0801	金	15
19253	0-7D3B		紻		40	.00051	99.97952	0603	糸	5
19254	0-6737		朷		40	.00051	99.97953	0415	木	2
19255	0-876B		蝫		40	.00051	99.97953	0625	虫	8
19256	0-6411		搑		40	.00051	99.97954	0404	手	9
19257	0-93E5		鏥		40	.00051	99.97954	0801	金	11
19258	0-63C1		揁		40	.00051	99.97955	0404	手	9
19259	0-8041		聁		40	.00051	99.97955	0611	耳	4
19260	0-7D8A		綊		40	.00051	99.97956	0603	糸	7
19261	0-7828		砨		40	.00051	99.97956	0518	石	5
19262	0-609C		悜		40	.00051	99.97957	0401	心	7
19263	0-722E		爮		40	.00051	99.97957	0427	爪	5
19264	0-8FBE		达		40	.00051	99.97958	0716	辵	3
19265	0-8141		腁		40	.00051	99.97958	0613	肉	8
19266	0-62A7		抧		40	.00051	99.97959	0404	手	5
19267	0-6AA8		檨		40	.00051	99.97959	0415	木	12
19268	0-60DE		惞		40	.00051	99.9796	0401	心	8
19269	0-7D36		紶		40	.00051	99.9796	0603	糸	5
19270	0-726D		牭		40	.00051	99.97961	0433	牛	5
19271	0-78DE		磞		40	.00051	99.97961	0518	石	11
19272	0-79B2		禲		40	.00051	99.97962	0519	示	14
19273	0-75EE		痮		40	.00051	99.97962	0510	疒	8
19274	0-8091		肑		40	.00051	99.97963	0613	肉	3
19275	0-7636		瘶		40	.00051	99.97963	0510	疒	11
19276	0-93F4		鏴		40	.00051	99.97964	0801	金	13
19277	0-8D7C		赼		40	.00051	99.97964	0710	走	4
19278	0-8ED7		軗		40	.00051	99.97965	0713	車	4
19279	0-773B		眻		40	.00051	99.97965	0515	目	6
19280	0-9ABA		骺		39	.00049	99.97966	1002	骨	6
19281	0-9DF6		鷶		39	.00049	99.97966	1102	鳥	12
19282	0-9D04		鴄		39	.00049	99.97967	1102	鳥	4
19283	0-9B9C		鮜		39	.00049	99.97967	1101	魚	6
19284	0-9ADD		髝		39	.00049	99.97968	1003	高	12
19285	0-9DC6		鷆		39	.00049	99.97968	1102	鳥	10
19286	0-EDCA	EDCA			39	.00049	99.97969	0626	羽	12
19287	0-99CC		駌		39	.00049	99.97969	1001	馬	5
19288	0-98B5		颵		39	.00049	99.9797	0907	風	7
19289	0-EA67	EA67			39	.00049	99.9797	0206	亻	11
19290	0-427E		䉾		39	.00049	99.97971	0602	米	5
19291	0-9F73		齳		39	.00049	99.97971	1501	齒	9
19292	0-44C4		䓄		39	.00049	99.97972	0623	艸	7
19293	0-47A8		䞨		39	.00049	99.97972	0710	走	6
19294	0-3BC8		㯈		39	.00049	99.97973	0415	木	10
19295	0-4D85		䶅		39	.00049	99.97973	1304	鼠	6
19296	0-5667		噧		39	.00049	99.97974	0301	口	12
19297	2-5C2E	E203	𥰮		39	.00049	99.97974	0601	竹	10
19298	2-927E	E6A6	𩉾		39	.00049	99.97975	0902	革	5
19299	0-54A7		咧		39	.00049	99.97975	0301	口	6
19300	0-45AF		䖯		39	.00049	99.97976	0625	虫	6
19301	0-4EF1		仱		39	.00049	99.97976	0203	人	4
19302	2-09DE	E7B2	𠧞		39	.00049	99.97977	0219	卜	6
19303	2-1859	E810	𡡙		39	.00049	99.97977	0309	女	11
19304	2-90ED	EF5E	𩃭		39	.00049	99.97978	0807	雨	8
19305	0-4D84		䶄		39	.00049	99.97978	1304	鼠	5
19306	0-349D		㒝		39	.00049	99.97979	0203	人	14
19307	2-5D63	E215	𥵣		39	.00049	99.97979	0601	竹	14
19308	0-3764		㝤		39	.00049	99.9798	0311	宀	10
19309	0-3DCF		㷏		39	.00049	99.9798	0426	火	9
19310	0-587B		塻		39	.00049	99.97981	0303	土	10
19311	0-4991		䦑		39	.00049	99.97981	0803	門	4
19312	0-4274		䉴		39	.00049	99.97982	0601	竹	17
19313	0-4420		䐠		39	.00049	99.97982	0613	肉	9
19314	0-4AF8		䫸		39	.00049	99.97983	0907	風	2
19315	2-1D59	E420	𡵙		39	.00049	99.97983	0317	山	4
19316	0-44DF		䓟		39	.00049	99.97984	0623	艸	8
19317	0-3B41		㭁		39	.00049	99.97984	0415	木	2
19318	0-4999		䦙		39	.00049	99.97985	0803	門	6
19319	0-40BA		䂺		39	.00049	99.97985	0518	石	8
19320	0-4BE6		䯦		39	.00049	99.97986	1002	骨	14
19321	0-3F40		㽀		39	.00049	99.97986	0504	瓦	12
19322	0-429E		䊞		39	.00049	99.97987	0602	米	11
19323	2-2D32	E55C	𢴲		39	.00049	99.97987	0404	手	12
19324	0-3A31		㨱		39	.00049	99.97988	0404	手	11
19325	2-0EA1	EAC4	𠺡		39	.00049	99.97988	0301	口	10
19326	0-585B		塛		39	.00049	99.97989	0303	土	10
19327	2-601A	E277	𦀚		39	.00049	99.97989	0603	糸	7
19328	0-4899		䢙		39	.00049	99.9799	0716	辵	7
19329	0-3627		㘧		39	.00049	99.9799	0303	土	4
19330	0-5A96		媖		39	.00049	99.97991	0309	女	8
19331	2-5BE7	E9F8	𥯧		39	.00049	99.97991	0601	竹	8
19332	0-4AFE		䫾		39	.00049	99.97992	0907	風	5
19333	0-4C66		䱦		39	.00049	99.97992	1101	魚	8
19334	0-440E		䐎		39	.00049	99.97993	0613	肉	9
19335	2-343A	E0BB	𣐺		39	.00049	99.97993	0415	木	6
19336	0-3841		㡁		39	.00049	99.97994	0321	巾	6
19337	0-44C9		䓉		39	.00049	99.97994	0623	艸	6
19338	0-3F7A		㽺		39	.00049	99.97995	0510	疒	3
19339	0-4011		䀑		39	.00049	99.97995	0515	目	3
19340	0-4888		䢈		39	.00049	99.97996	0715	辰	13
19341	2-68F1	F543	𦣱		39	.00049	99.97996	0614	臣	11
19342	0-5B72		孲		39	.00049	99.97997	0310	子	8
19343	0-3F77		㽷		39	.00049	99.97997	0510	疒	4
19344	0-4200		䈀		39	.00049	99.97998	0601	竹	7
19345	0-57E5		埥		39	.00049	99.97998	0303	土	8
19346	0-43E8		䏨		39	.00049	99.97999	0613	肉	6
19347	0-484B		䡋		39	.00049	99.97999	0713	車	4
19348	0-578A		垊		39	.00049	99.98	0303	土	5
19349	2-4B4F	ED1A	𤭏		39	.00049	99.98	0504	瓦	7
19350	0-4B10		䬐		39	.00049	99.98001	0907	風	8
19351	0-5032		倲		39	.00049	99.98001	0203	人	8
19352	0-41D4		䇔		39	.00049	99.98002	0523	立	14
19353	0-375F		㝟		39	.00049	99.98002	0311	宀	8
19354	0-3FAD		㾭		39	.00049	99.98003	0510	疒	9
19355	0-3946		㥆		39	.00049	99.98003	0401	心	8
19356	0-4FF9		俹		39	.00049	99.98004	0203	人	8
19357	2-4959	E0A0	𤥙		39	.00049	99.98004	0502	玉	7
19358	0-4B9E		䮞		39	.00049	99.98005	1001	馬	9
19359	0-4045		䁅		39	.00049	99.98005	0515	目	8
19360	2-7D65	E760	𧵥		39	.00049	99.98006	0708	貝	6
19361	2-8DF2	F89F	𨷲		39	.00049	99.98006	0803	門	17
19362	0-3802		㠂		39	.00049	99.98006	0317	山	10
19363	2-90EC	EEEC	𩃬		39	.00049	99.98007	0807	雨	8
19364	0-4072		䁲		39	.00049	99.98007	0515	目	12
19365	0-3A06		㨆		39	.00049	99.98008	0404	手	8
19366	2-1DDB	E061	𡷛		39	.00049	99.98008	0317	山	7
19367	0-55FB		嗻		39	.00049	99.98009	0301	口	11
19368	0-487A		䡺		39	.00049	99.98009	0713	車	15
19369	0-3B69		㭩		39	.00049	99.9801	0415	木	7
19370	0-5601		嘁		39	.00049	99.9801	0301	口	11
19371	0-3983		㦃		39	.00049	99.98011	0401	心	11
19372	0-5BE3		寣		39	.00049	99.98011	0311	宀	11
19373	0-579F		垟		39	.00049	99.98012	0303	土	6
19374	2-496D	E09D	𤥭		39	.00049	99.98012	0502	玉	7
19375	0-6EE9		滩		39	.00049	99.98013	0425	水	10
19376	2-1EEA	E46F	𡻪		39	.00049	99.98013	0317	山	11
19377	0-7427		琧		39	.00049	99.98014	0502	玉	8
19378	0-7789		瞉		39	.00049	99.98014	0515	目	11
19379	0-6CA2		沢		39	.00049	99.98015	0425	水	4
19380	0-7C96		粖		39	.00049	99.98015	0602	米	5
19381	0-6000		怀		39	.00049	99.98016	0401	心	4
19382	0-71A4		熤		39	.00049	99.98016	0426	火	11
19383	0-68E9		棩		39	.00049	99.98017	0415	木	9
19384	0-7D64		絤		39	.00049	99.98017	0603	糸	6
19385	0-7935		礵		39	.00049	99.98018	0518	石	17
19386	0-8B45		譅		39	.00049	99.98018	0703	言	14
19387	0-67C6		柆		39	.00049	99.98019	0415	木	5
19388	0-8C01		谁		39	.00049	99.98019	0703	言	8
19389	0-91A6		醦		39	.00049	99.9802	0718	酉	11
19390	0-801B		耛		39	.00049	99.9802	0610	耒	5
19391	0-649B		撛		39	.00049	99.98021	0404	手	12
19392	0-9282		銂		39	.00049	99.98021	0801	金	6
19393	0-7D94		綔		39	.00049	99.98022	0603	糸	7
19394	0-9378		鍸		39	.00049	99.98022	0801	金	9
19395	0-5E4B		幋		39	.00049	99.98023	0321	巾	10
19396	0-7238		爸		39	.00049	99.98023	0428	父	4
19397	0-6699		暙		39	.00049	99.98024	0412	日	9
19398	0-74C1		瓁		39	.00049	99.98024	0502	玉	13
19399	0-6CFD		泽		39	.00049	99.98025	0425	水	5
19400	0-7243		牃		39	.00049	99.98025	0430	爿	9
19401	0-72DB		狛		39	.00049	99.98026	0434	犬	5
19402	0-7DA9		綩		39	.00049	99.98026	0603	糸	8
19403	0-62B7		抷		39	.00049	99.98027	0404	手	5
19404	0-8951		襑		39	.00049	99.98027	0628	衣	12
19405	0-7918		礘		39	.00049	99.98028	0518	石	14
19406	0-85C6		藆		39	.00049	99.98028	0623	艸	14
19407	0-6DED		淭		39	.00049	99.98029	0425	水	8
19408	0-8F30		輰		39	.00049	99.98029	0713	車	9
19409	0-61BD		憽		39	.00049	99.9803	0401	心	12
19410	0-6C65		汥		39	.00049	99.9803	0425	水	4
19411	0-8F0C		輌		39	.00049	99.98031	0713	車	6
19412	0-9660		陠		39	.00049	99.98031	0804	阜	7
19413	0-F56C	F56C			38	.00048	99.98032	0806	阝	11
19414	0-99A0		馠		38	.00048	99.98032	0911	香	7
19415	0-F633	F633			38	.00048	99.98033	0206	亻	5
19416	0-9AA5		骥		38	.00048	99.98033	1001	馬	16
19417	2-848B	E94F	𨒋		38	.00048	99.98034	0716	辵	5
19418	0-51C1		凁		38	.00048	99.98034	0209	冫	7
19419	0-385E		㡞		38	.00048	99.98035	0321	巾	11
19420	0-4B43		䭃		38	.00048	99.98035	0909	食	8
19421	0-3C8D		㲍		38	.00048	99.98036	0422	毛	4
19422	0-5873		塳		38	.00048	99.98036	0303	土	10
19423	0-418D		䆍		38	.00048	99.98037	0521	禾	16
19424	0-35AA		㖪		38	.00048	99.98037	0301	口	8
19425	0-418E		䆎		38	.00048	99.98037	0521	禾	17
19426	0-5876		塶		38	.00048	99.98038	0303	土	11
19427	0-352E		㔮		38	.00048	99.98038	0613	肉	19
19428	2-A1C4	E702	𪇄		38	.00048	99.98039	1102	鳥	13
19429	0-415C		䅜		38	.00048	99.98039	0521	禾	8
19430	0-4704		䜄		38	.00048	99.9804	0703	言	12
19431	2-6F13	E266	𦼓		38	.00048	99.9804	0623	艸	12
19432	0-4083		䂃		38	.00048	99.98041	0515	目	17
19433	0-46FC		䛼		38	.00048	99.98041	0703	言	9
19434	0-3792		㞒		38	.00048	99.98042	0315	尸	6
19435	0-3985		㦅		38	.00048	99.98042	0401	心	11
19436	2-306C	EA99	𣁬		38	.00048	99.98043	0408	斗	2
19437	2-6E96	E267	𦺖		38	.00048	99.98043	0623	艸	12
19438	0-4157		䅗		38	.00048	99.98044	0521	禾	8
19439	0-5D8F		嶏		38	.00048	99.98044	0317	山	12
19440	0-442F		䐯		38	.00048	99.98045	0613	肉	11
19441	0-583A		堺		38	.00048	99.98045	0303	土	9
19442	0-3C41		㱁		38	.00048	99.98046	0416	欠	10
19443	0-4180		䆀		38	.00048	99.98046	0521	禾	12
19444	0-3A91		㪑		38	.00048	99.98047	0406	攴	8
19445	2-547B	E183	𥑻		38	.00048	99.98047	0518	石	6
19446	0-4B27		䬧		38	.00048	99.98048	0909	食	4
19447	2-641B	E274	𦐛		38	.00048	99.98048	0607	羽	5
19448	0-4153		䅓		38	.00048	99.98049	0521	禾	7
19449	0-4D0E		䴎		38	.00048	99.98049	1102	鳥	15
19450	0-452E		䔮		38	.00048	99.9805	0623	艸	12
19451	0-36A2		㚢		38	.00048	99.9805	0309	女	2
19452	0-454F		䕏		38	.00048	99.9805	0623	艸	13
19453	0-3E21		㸡		38	.00048	99.98051	0431	片	6
19454	0-3E64		㹤		38	.00048	99.98051	0434	犬	5
19455	0-4F99		侙		38	.00048	99.98052	0203	人	6
19456	0-4441		䑁		38	.00048	99.98052	0613	肉	13
19457	0-4A19		䨙		38	.00048	99.98053	0807	雨	7
19458	0-380F		㠏		38	.00048	99.98053	0317	山	10
19459	0-394A		㥊		38	.00048	99.98054	0401	心	8
19460	0-568B		嚋		38	.00048	99.98054	0301	口	14
19461	0-3EF8		㻸		38	.00048	99.98055	0502	玉	12
19462	0-3B81		㮁		38	.00048	99.98055	0415	木	8
19463	0-3BEE		㯮		38	.00048	99.98056	0415	木	13
19464	0-4243		䉃		38	.00048	99.98056	0601	竹	11
19465	2-7A39	E3A0	𧨹		38	.00048	99.98057	0703	言	8
19466	0-34A4		㒤		38	.00048	99.98057	0203	人	18
19467	2-8018	EE7B	𨀘		38	.00048	99.98058	0711	足	6
19468	0-4A74		䩴		38	.00048	99.98058	0902	革	9
